place_id,place_name,address,lat,lon,rating_place,reviewer,review_text,review_rating,review_date,review_likes,total_reviews_place,source,review_id,description,highlighted_description,avatar_title,rating,posted_at,ordered,liked_count,is_liked,is_review_owner,order_id,has_copy_order,content_last_modified_at,status,entity_type,edit_review_expiration_time,merchant_id,reviews_madeby_user,item_ratings,mex_reply,photos,should_display_see_translation,tags,avatar_url,is_question,text_ml,text_bert,token_count,prob_neg,prob_pos,sentiment_pred,sentiment_name
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Aan fattah Andoyo,Rekomended pisan mie ayam ini hanya buka pagi hari jangan sampai telat dengan citarasa kaldu yang medok pisan dan mie bentukannya kecil kenyal dan punya ciri khas sendiri di lidah.. Cocok buat sarapan neh,5.0,2025-11-24T04:13:21.117Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,rekomended pis buka pagi jangan telat citarasa kaldu medok pis bentuk kenyal ciri khas lidah cocok sarap neh,rekomended pisan mie ayam ini hanya buka pagi hari jangan sampai telat dengan citarasa kaldu yang medok pisan dan mie bentukannya kecil kenyal dan punya ciri khas sendiri di lidah cocok untuk sarapan neh,18,0.036436416,0.96356356,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Abu Husain,"Rasa lumayanlah,,tpi porsi sedikit beda dgn daerahku sumpiuh banyumas,,porsinya mantap2,,semangkuk full,topping ayam gak sepelit yg di pwt pd umumnya,klo ke Sumpiuh cobain mie ayam Pak Firman,,sdh legend dri thn 93an",3.0,2025-07-03T07:37:51.363Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lumayan tapi porsi beda daerah sumpiuh banyumas porsi mantap2 semangkuk full topping tidak pelit pwt pd sumpiuh cobain firman legend thn 93an,rasa lumayanlah tapi porsi sedikit beda dengan daerahku sumpiuh banyumas porsinya mantap2 semangkuk full topping ayam tidak sepelit yang di pwt pd umumnya kalau ke sumpiuh cobain mie ayam pak firman sudah legend dari thn 93an,22,0.042224895,0.9577751,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,L. Rinanto,"uwenake ga pake gagal, gendeng. apalagi kalo kebagian uritan! nek maem miayam ini lali wis sama sego indomi sak es cekeknya. joss mame!",5.0,2025-06-21T07:55:09.200Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,uwenake tidak pake gagal gendeng bagi uritan nek maem miayam lali wis sego indomi sak es cekek joss mame,uwenake tidak pake gagal gendeng apalagi kalau kebagian uritan! nek maem miayam ini lali wis sama sego indomi sak es cekeknya joss mame!,19,0.08382754,0.91617244,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Asri Purwati,"mie ayam terrrrreeenakkk menurutku di pwt, murah, mienya tipe kecil kecil, ayamnya juaraa, buka jam 10 pagi sampai sehabisnya, biasanya jam 12an udah abis sih, tempat duduknya seadanya, makannya banyak yg makan di mobil, karena rame pelayanannya aga lama, udah sii itu aja, enak pokoknya, jangan lupa cobainnn",5.0,2025-04-25T08:40:11.414Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,terreeenakkk turut pwt murah mienya tipe ayam juaraa buka jam pagi habis jam 12an abis duduk ada makan makan mobil rame layan aga lama sii lezat pokok jangan lupa cobainnn,mie ayam terreeenakkk menurutku di pwt murah mienya tipe kecil kecil ayamnya juaraa buka jam 10 pagi sampai sehabisnya biasanya jam 12an sudah abis sih tempat duduknya seadanya makannya banyak yang makan di mobil karena rame pelayanannya aga lama sudah sii itu aja lezat pokoknya jangan lupa cobainnn,30,0.0417201,0.9582799,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Raditya Rizqy N.A,Enak bgt smg yg punya masuk surga😭🙏🏻,5.0,2025-04-21T07:02:29.610Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat banget smg masuk surga,lezat banget smg yang punya masuk surga,5,0.04621036,0.9537896,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,desy riyanto,"Di purwokerto banyak mie ayam yang cuma buka sebentar karena cepet abis. Ini salah satunya. Kalo siang banyak berjejer mobil di samping kantor pajek bukan buat bayar pajek cuy, tapi buat ngemi ayam. Sampe-sampe pelanggannya pada pesen trus makannya di mobil masing-masing, soalnya tempat duduknya edisi terbatas. Bisa request nambah ceker atau daging, atau gimana lah enaknya kamu. Seporsi kurang? Ya nambah atuh. Es jeruknya juga enak sih. Jam 2 biasanya udah bubar jalan abisan. Ga percaya serame itu? Silakan dibuktikan",5.0,2025-02-02T08:28:01.437Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,buka sebentar cepat abis salah satu siang jejer mobil samping kantor pajek bukan bayar pajek cuy tapi ngemi sampe sampe langgan sen trus makan mobil duduk edisi batas request nambah ceker daging gimana enak porsi kurang nambah atuh es jeruk lezat jam bubar jalan abis tidak percaya serame itu sila bukti,di purwokerto banyak mie ayam yang cuma buka sebentar karena cepat abis ini salah satunya kalau siang banyak berjejer mobil di samping kantor pajek bukan untuk bayar pajek cuy tapi untuk ngemi ayam sampe sampe pelanggannya pada pesen trus makannya di mobil masing masing soalnya tempat duduknya edisi terbatas bisa request nambah ceker atau daging atau gimana lah enaknya kamu seporsi kurang? ya nambah atuh es jeruknya juga lezat sih jam 2 biasanya sudah bubar jalan abisan tidak percaya serame itu? silakan dibuktikan,51,0.05612743,0.9438726,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,IhdIzein Zein,"Enak, istri suka",5.0,2025-01-29T14:20:11.312Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat istri suka,lezat istri suka,3,0.0563062,0.94369376,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Bernadeta Diah,Mie ayam viral di samping kantor pajak pratama...rasa oke...porsi sedikit...ayam sedikit...ga ada meja untuk makan ya teman2...duduk aja smbil pegang mangkok....banyak pelanggan yg pd makan di mobil,4.0,2024-09-20T12:21:02.665Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,viral samping kantor pajak pratama baik porsi tidak meja makan teman2 duduk smbil pegang mangkok langgan pd makan mobil,mie ayam viral di samping kantor pajak pratama rasa baik porsi sedikit ayam sedikit tidak ada meja untuk makan ya teman2 duduk aja smbil pegang mangkok banyak pelanggan yang pd makan di mobil,19,0.987025,0.012974965,0,Negatif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,agus supriyono,"Mie ayam legendaris di Purwokerto...rasa selalu ok, gak berubah dari dulu...",5.0,2024-09-14T02:14:14.620Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,legendaris baik tidak ubah,mie ayam legendaris di purwokerto rasa selalu baik tidak berubah dari dulu,4,0.05690133,0.94309866,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Ahmad,"mie nya enak
ini deket sama SMAN1 purwokerto
tapi yang jadi problem sih parkir dan tempat makan. karena yang beli banyak tempat nya sempit",5.0,2024-07-29T07:42:53.223Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat deket sman1 tapi problem parkir makan beli sempit,mie nya lezat ini deket sama sman1 purwokerto tapi yang jadi problem sih parkir dan tempat makan karena yang beli banyak tempat nya sempit,9,0.98674726,0.013252688,0,Negatif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Chesa Dwi M,"Mi ayamnya enak, sedap",5.0,2024-07-17T01:44:49.553Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,ayam lezat sedap,mie ayamnya lezat sedap,3,0.044728402,0.95527166,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Dhani Arman,"Superb! Rasanya mirip dengan indomie. Karena menggunakan minyak bawang yang ditumis dengan lemak ayam. Lalu mienya juga pas kekenyalannta, meski toping ayam dikir, tapi sayurnya melimpah. Sekali masak bisa bikin 10 mangkok jadi cepat sekali.",5.0,2024-07-15T06:51:07.446Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,superb indomie minyak bawang tum lemak mienya pas kekenyalannta meski toping kir tapi sayur limpah sekali masak bikin mangkok cepat sekali,superb! rasanya mirip dengan indomie karena menggunakan minyak bawang yang ditumis dengan lemak ayam lalu mienya juga pas kekenyalannta meski toping ayam dikir tapi sayurnya melimpah sekali masak bisa bikin 10 mangkok jadi cepat sekali,21,0.051609468,0.94839054,1,Positif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Jovian Ramadhan,"Kecewa!  mienya sedikit ,sayurnya malah yang banyak banget! Mie ayam pelit!",1.0,2024-07-13T06:59:03.491Z,1.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,kecewa mienya sayur banget pelit,kecewa! mienya sedikit sayurnya malah yang banyak banget! mie ayam pelit!,5,0.9833446,0.016655337,0,Negatif
ChIJiZRwRYleZS4RUiPMwpOVhO4,Mie Ayam Mame,"H6GR+R8R, Jl. Adhyaksa I, Brubahan, Purwanegara, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4228848,109.240767,4.5,Jokindra Priatomo,dulu dikenal mie ayam STM Negeri ganti nama mie ayam pajak ganti nama kie ayam Mame.. langganan dari tahun 1996 sampai sekarang.... yang mau es jeruk dateng sebelum jam 10 karena klo diatas jam 10 pasti kehabisan  .....,5.0,2024-06-01T09:43:20.219Z,0.0,137.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,kenal stm negeri ganti nama pajak ganti nama kie mame langgan es jeruk dateng jam atas jam habis,dulu dikenal mie ayam stm negeri ganti nama mie ayam pajak ganti nama kie ayam mame langganan dari tahun 1996 sampai sekarang yang mau es jeruk dateng sebelum jam 10 karena kalau diatas jam 10 pasti kehabisan,18,0.08309227,0.9169077,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Ucil Udin,Sayangnya bukanya sore jelang malam. Gk ada niatan buka siang di jam makan siang kah?,5.0,2026-04-28T14:32:04.063Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,True,sayang buka sore jelang malam tidak niat buka siang jam makan siang kah,sayangnya bukanya sore jelang malam tidak ada niatan buka siang di jam makan siang kah?,13,0.98830354,0.011696398,0,Negatif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Cis,"Mienya enak,
Overall oke,
Dan koko penjualnya ramah sekali,
Hidden gem bgt bakmi di purwokerto..

Bakal balik lg kalo ke purwokerto..",4.0,2026-04-25T10:21:14.220Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,mienya lezat overall baik koko jual ramah sekali hidden gem banget bakmi,mienya lezat overall baik dan koko penjualnya ramah sekali hidden gem banget bakmi di purwokerto bakal balik lagi kalau ke purwokerto,12,0.037009615,0.96299034,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,aulia makarim,Uenak! Apalagi di sambut dengan hangat! Layanan yang sempurna!!,5.0,2026-04-21T15:26:05.955Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,uenak sambut hangat layan sempurna,uenak! apalagi di sambut dengan hangat! layanan yang sempurna!!,5,0.059420746,0.9405793,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Elies Pratiwi,"baru kali ini nemu yamien yang bentuk mienya unik. pesen yamien manis tambah pangsit basah dan telur lo. yamiennya enak, tekstur dan kematangan mienya oke, kondimen lainnya juga cocok dipadukan dengan mienya, porsinya pas. harga standar sesuai dengan rasanya. penjualnya ramah banget. sayang karena tempatnya di trotoar jadi kalau hujan agak kecipratan air dari kendaraan yang lewat",4.0,2026-04-02T02:58:47.493Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,kali nemu yamien bentuk mienya unik sen yamien manis pangsit basah telur lo yamiennya lezat tekstur matang mienya baik kondimen cocok padu mienya porsi pas harga standar sesuai jual ramah banget sayang tempat trotoar hujan ciprat air kendara,baru kali ini nemu yamien yang bentuk mienya unik pesen yamien manis tambah pangsit basah dan telur lo yamiennya lezat tekstur dan kematangan mienya baik kondimen lainnya juga cocok dipadukan dengan mienya porsinya pas harga standar sesuai dengan rasanya penjualnya ramah banget sayang karena tempatnya di trotoar jadi kalau hujan agak kecipratan air dari kendaraan yang lewat,38,0.034094106,0.9659059,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Anton Soetianto,Luar biasa Mie Ajong sesuai harapan rasanya jos gendos,5.0,2026-03-29T06:12:45.899Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,ajong sesuai harap jos gendos,luar biasa mie ajong sesuai harapan rasanya jos gendos,5,0.07937797,0.920622,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Albi Hmc,Enak bgt pelayanan nya ramah bgt 🥰,5.0,2026-02-27T08:47:54.710Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat banget layan ramah banget,lezat banget pelayanan nya ramah banget,5,0.04925414,0.9507459,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Andy Chandra Paul,"Enak, suka disini",5.0,2026-02-15T12:51:59.386Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,lezat suka,lezat suka disini,2,0.04263743,0.9573626,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Mas i,"Makanan emperan toko tapi dengan rasa yang enak. Ada varian menu mie yamin, bakso, dan pangsit kuah.
Harga tergolong murah. Pelayanan baik, penjualnya ramah senang ngobrol.
Mie nya kecil-kecil rasanya lembut tp tidak benyek jadi cukup bisa dinikmati. Pangsit godzilanya gede banget dan sepertinya tidak habis sendirian.",5.0,2026-02-10T05:05:02.210Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,makan emper toko tapi lezat varian menu yamin bakso pangsit kuah harga golong murah layan baik jual ramah senang ngobrol lembut tapi tidak benyek nikmat pangsit godzilanya gede banget tidak habis,makanan emperan toko tapi dengan rasa yang lezat ada varian menu mie yamin bakso dan pangsit kuah harga tergolong murah pelayanan baik penjualnya ramah senang ngobrol mie nya kecil kecil rasanya lembut tapi tidak benyek jadi cukup bisa dinikmati pangsit godzilanya gede banget dan sepertinya tidak habis sendirian,31,0.038985133,0.9610148,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Vava Ningrum,enakbgtttttt mienya🥰,5.0,2026-01-07T14:47:11.352Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,enakbgtt mienya,enakbgtt mienya,2,0.06364023,0.9363598,1,Positif
ChIJj1q6AABfZS4Rvtk_us-3YMM,Yamien Ajong / Mie Ayam Ajong,"H6FV+CGG, Jl. Jendral Suprapto, Kebondalem, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4264498,109.2438204,4.7,Stefany Budiono,akhirnya nemu juga tipe mie favorit. suka banget. rasa juga cocok di lidah. mantab pokoknya. kaget banget liat pangsitnya segede itu pas dateng. wkwkwk...,5.0,2025-12-22T13:17:12.319Z,0.0,56.0,google_maps,,,,,,,,,,,,,,,,,,,,,,,,,False,nemu tipe favorit suka banget cocok lidah mantab pokok kaget banget liat pangsit gede pas dateng,akhirnya nemu juga tipe mie favorit suka banget rasa juga cocok di lidah mantab pokoknya kaget banget liat pangsitnya segede itu pas dateng wkwkwk,16,0.7035059,0.29649413,0,Negatif
